Language,Participant,Occurency_order,Item,Consistency,Cons_level,Lexicality,Accuracy,RT,logRT,Outlier
Spanish,203,68,Sp_con0_mantel.wav,con,0,word,1,1077,1.010738568,0
Spanish,203,69,Sp_con0_palmera-dalnera.wav,con,0,pseudoword,1,891,0.983292568,0
Spanish,203,70,Sp_inc_balcon-calbon.wav,inc,NA,pseudoword,1,1195,1.025789302,0
Spanish,203,71,Sp_con_pastor.wav,con,NA,word,1,748,0.957967199,0
Spanish,203,72,Sp_inc1_carne-barfe.wav,inc,1,pseudoword,1,892,0.983454951,0
Spanish,203,73,Sp_inc2_quinta.wav,inc,2,word,1,919,0.987771837,0
Spanish,203,74,Sp_inc2_brazo.wav,inc,2,word,1,1259,1.03334191,0
Spanish,203,75,Sp_inc_jarra.wav,inc,NA,word,1,920,0.987929276,0
Spanish,203,76,Sp_inc2_bomba-comca.wav,inc,2,pseudoword,1,907,0.985869096,0
Spanish,203,77,Sp_inc_circo-jirbo.wav,inc,NA,pseudoword,1,819,0.971094634,0
Spanish,203,78,Sp_con_mono-lofo.wav,con,NA,pseudoword,1,828,0.972676779,0
Spanish,203,79,Sp_con0_letra-mefra.wav,con,0,pseudoword,1,846,0.975790121,0
Spanish,203,80,Sp_con0_fecha.wav,con,0,word,1,1000,1,0
Spanish,203,81,Sp_inc2_corbata.wav,inc,2,word,1,730,0.954440953,0
Spanish,203,82,Sp_inc1_corcho.wav,inc,1,word,1,747,0.957773534,0
Spanish,203,83,Sp_inc_verja.wav,inc,NA,word,1,747,0.957773534,0
Spanish,203,84,Sp_con_dedal.wav,con,NA,word,1,756,0.959507265,0
Spanish,203,85,Sp_inc_robot-zocot.wav,inc,NA,pseudoword,1,1006,1.000865994,0
Spanish,203,86,Sp_con0_palmera.wav,con,0,word,1,727,0.953844804,0
Spanish,203,87,Sp_inc2_caries-bafies.wav,inc,2,pseudoword,1,976,0.996483273,0
Spanish,203,88,Sp_con0_pluma.wav,con,0,word,1,795,0.966789043,0
Spanish,203,89,Sp_con0_pluma-druma.wav,con,0,pseudoword,1,978,0.996779618,0
Spanish,203,90,Sp_con0_mantel-fansel.wav,con,0,pseudoword,1,982,0.997370496,0
Spanish,203,91,Sp_con_planeta.wav,con,NA,word,1,802,0.968058123,0
Spanish,203,92,Sp_inc2_vida-quifa.wav,inc,2,pseudoword,1,828,0.972676779,0
Spanish,203,93,Sp_con_norte.wav,con,NA,word,1,849,0.976302563,0
Spanish,203,94,Sp_con0_mapa-nala.wav,con,0,pseudoword,1,869,0.979673259,0
Spanish,203,95,Sp_inc1_carne.wav,inc,1,word,1,880,0.981494224,0
Spanish,203,96,Sp_con_pelea-demea.wav,con,NA,pseudoword,1,1036,1.005119918,0
Spanish,203,97,Sp_con_pulsera.wav,con,NA,word,1,798,0.967334297,0
Spanish,204,1,Sp_inc_kayak.wav,inc,NA,word,0,1355,1.043979765,0
Spanish,204,2,Sp_inc_kayak-bajak.wav,inc,NA,pseudoword,1,1249,1.032187479,0
Spanish,204,3,Sp_con_dolor.wav,con,NA,word,1,1087,1.012076515,0
Spanish,204,4,Sp_inc2_billete.wav,inc,2,word,1,1161,1.02161074,0
Spanish,204,5,Sp_inc2_jueves-rueques.wav,inc,2,pseudoword,1,1162,1.021735376,0
Spanish,204,6,Sp_inc1_rueda.wav,inc,1,word,1,1062,1.008708172,0
Spanish,204,7,Sp_inc2_billete-quilleme.wav,inc,2,pseudoword,1,1153,1.020609769,0
Spanish,204,8,Sp_con_potro-dotno.wav,con,NA,pseudoword,1,1142,1.019222035,0
Spanish,204,9,Sp_inc1_corcho-bormo.wav,inc,1,pseudoword,1,1338,1.042152038,0
Spanish,204,10,Sp_inc1_zona-jola.wav,inc,1,pseudoword,1,1094,1.013005774,0
Spanish,204,11,Sp_con_deporte.wav,con,NA,word,1,1145,1.019601829,0
Spanish,204,12,Sp_inc_verja.wav,inc,NA,word,1,1034,1.00484018,0
Spanish,204,13,Sp_inc1_zumo.wav,inc,1,word,1,1364,1.044938123,0
Spanish,204,14,Sp_inc_balcon-calbon.wav,inc,NA,pseudoword,1,1242,1.031373865,0
Spanish,204,15,Sp_inc2_brazo-crajo.wav,inc,2,pseudoword,1,1170,1.022728621,0
Spanish,204,16,Sp_con0_letra.wav,con,0,word,1,1085,1.011809913,0
Spanish,204,17,Sp_inc2_corbata.wav,inc,2,word,1,1155,1.020860661,0
Spanish,204,18,Sp_inc1_quema-bepa.wav,inc,1,pseudoword,1,1091,1.01260825,0
Spanish,204,19,Sp_inc1_ketchup.wav,inc,1,word,1,1253,1.032650357,0
Spanish,204,20,Sp_con_mono-lofo.wav,con,NA,pseudoword,1,1216,1.028311192,0
Spanish,204,21,Sp_inc_verja-querza.wav,inc,NA,pseudoword,1,985,0.997812077,0
Spanish,204,22,Sp_inc1_ventana-quenfana.wav,inc,1,pseudoword,1,1075,1.010469488,0
Spanish,204,23,Sp_con0_mantel.wav,con,0,word,1,1056,1.007887973,0
Spanish,204,24,Sp_con_defensa-pelensa.wav,con,NA,pseudoword,1,1172,1.022975871,0
Spanish,204,25,Sp_inc_jarabe-zaraque.wav,inc,NA,pseudoword,1,1163,1.021859905,0
Spanish,204,26,Sp_con_dano.wav,con,NA,word,1,1087,1.012076515,0
Spanish,204,27,Sp_con_pelea.wav,con,NA,word,1,1214,1.028072896,0
Spanish,204,28,Sp_inc_balcon.wav,inc,NA,word,1,1262,1.033686452,0
Spanish,204,29,Sp_con_dano-pafo.wav,con,NA,pseudoword,1,982,0.997370496,0
Spanish,204,30,Sp_inc1_ketchup-bedlup.wav,inc,1,pseudoword,1,1155,1.020860661,0
Spanish,204,31,Sp_inc1_zumo-juso.wav,inc,1,pseudoword,1,1235,1.030555653,0
Spanish,204,32,Sp_con_duda.wav,con,NA,word,1,1136,1.018459444,0
Spanish,204,33,Sp_inc_robot.wav,inc,NA,word,1,1093,1.012873387,0
Spanish,204,34,Sp_con_planta.wav,con,NA,word,1,1035,1.004980117,0
Spanish,204,35,Sp_con_pastor-damtor.wav,con,NA,pseudoword,1,1166,1.02223285,0
Spanish,204,36,Sp_con_pastor.wav,con,NA,word,1,882,0.981822862,0
Spanish,204,37,Sp_inc_jarra.wav,inc,NA,word,1,1008,1.001153511,0
Spanish,204,38,Sp_inc_queja.wav,inc,NA,word,1,1246,1.031839347,0
Spanish,204,39,Sp_inc2_varita-carifa.wav,inc,2,pseudoword,1,1324,1.040629328,0
Spanish,204,40,Sp_con0_palmera.wav,con,0,word,1,1002,1.000289241,0
Spanish,204,41,Sp_con0_leche.wav,con,0,word,1,1544,1.062882432,0
Spanish,204,42,Sp_inc2_jueves.wav,inc,2,word,1,1189,1.025060618,0
Spanish,204,43,Sp_con_planeta-draneta.wav,con,NA,pseudoword,1,1212,1.027834207,0
Spanish,204,44,Sp_inc1_cerdo.wav,inc,1,word,1,1411,1.049842338,0
Spanish,204,45,Sp_con0_fruta.wav,con,0,word,1,1048,1.006787094,0
Spanish,204,46,Sp_inc2_corbata-borjata.wav,inc,2,pseudoword,1,1330,1.04128388,0
Spanish,204,47,Sp_con_mono.wav,con,NA,word,1,1091,1.01260825,0
Spanish,204,48,Sp_inc2_vida.wav,inc,2,word,0,1145,1.019601829,0
Spanish,204,49,Sp_con0_palmera-dalnera.wav,con,0,pseudoword,1,1190,1.02518232,0
Spanish,204,50,Sp_inc2_quinta.wav,inc,2,word,1,1144,1.019475341,0
Spanish,204,51,Sp_con_norte-foste.wav,con,NA,pseudoword,1,1475,1.056264007,0
Spanish,204,52,Sp_con0_leche-mene.wav,con,0,pseudoword,1,1242,1.031373865,0
Spanish,204,53,Sp_con_potro.wav,con,NA,word,1,960,0.994090411,0
Spanish,204,54,Sp_con_dona-pofa.wav,con,NA,pseudoword,1,839,0.97458732,0
Spanish,204,55,Sp_con_puma.wav,con,NA,word,1,1072,1.010064928,0
Spanish,204,56,Sp_inc1_zona.wav,inc,1,word,1,1519,1.060519258,0
Spanish,204,57,Sp_con_defensa.wav,con,NA,word,1,1120,1.016406008,0
Spanish,204,58,Sp_inc_circo.wav,inc,NA,word,1,1384,1.047045363,0
Spanish,204,59,Sp_inc_voz-coj.wav,inc,NA,pseudoword,1,1086,1.011943275,0
Spanish,204,60,Sp_con_dedal-pemal.wav,con,NA,pseudoword,1,1206,1.027115769,0
Spanish,204,61,Sp_inc_cobra.wav,inc,NA,word,1,992,0.998837224,0
Spanish,204,62,Sp_inc1_ventana.wav,inc,1,word,1,1159,1.021361145,0
Spanish,204,63,Sp_inc_jarra-zaja.wav,inc,NA,pseudoword,0,1398,1.04850239,0
Spanish,204,64,Sp_inc1_bota-cona.wav,inc,1,pseudoword,1,877,0.980999864,0
Spanish,204,65,Sp_con_planta-duanta.wav,con,NA,pseudoword,1,1114,1.015628397,0
Spanish,204,66,Sp_con_frase.wav,con,NA,word,1,1088,1.012209632,0
Spanish,204,67,Sp_con_lena-fela.wav,con,NA,pseudoword,1,1618,1.069659506,0
Spanish,204,68,Sp_inc_queja-bema.wav,inc,NA,pseudoword,1,1001,1.000144692,0
Spanish,204,69,Sp_con0_mapa-nala.wav,con,0,pseudoword,1,1347,1.043122532,0
Spanish,204,70,Sp_con_pelea-demea.wav,con,NA,pseudoword,1,1471,1.055870891,0
Spanish,204,71,Sp_con_puma-duta.wav,con,NA,pseudoword,1,1169,1.022604837,0
Spanish,204,72,Sp_con0_pluma.wav,con,0,word,1,999,0.999855163,0
Spanish,204,73,Sp_inc2_bomba.wav,inc,2,word,1,1690,1.075962235,0
Spanish,204,74,Sp_con0_mapa.wav,con,0,word,1,1114,1.015628397,0
Spanish,204,75,Sp_con_dolor-ponor.wav,con,NA,pseudoword,1,1036,1.005119918,0
Spanish,204,76,Sp_con_plancha.wav,con,NA,word,1,1116,1.015888065,0
Spanish,204,77,Sp_inc_cobra-bozra.wav,inc,NA,pseudoword,1,1050,1.0070631,0
Spanish,204,78,Sp_inc2_cielo-riemo.wav,inc,2,pseudoword,1,1224,1.029260473,0
Spanish,204,79,Sp_inc2_varita.wav,inc,2,word,1,1525,1.061089948,0
Spanish,204,80,Sp_con_pulsera-dulfera.wav,con,NA,pseudoword,0,2704,1.144002229,0
Spanish,204,81,Sp_con_deseo-pereo.wav,con,NA,pseudoword,1,1129,1.017564647,0
Spanish,204,82,Sp_con_dona.wav,con,NA,word,1,2297,1.120386998,1
Spanish,204,83,Sp_con_frase-nuase.wav,con,NA,pseudoword,1,1189,1.025060618,0
Spanish,204,84,Sp_inc2_cielo.wav,inc,2,word,1,1387,1.04735882,0
Spanish,204,85,Sp_con_pulsera.wav,con,NA,word,1,1107,1.014715874,0
Spanish,204,86,Sp_con0_fecha.wav,con,0,word,1,1170,1.022728621,0
Spanish,204,87,Sp_con0_desorden.wav,con,0,word,1,1055,1.00775082,0
Spanish,204,88,Sp_con_deporte-penorte.wav,con,NA,pseudoword,1,1202,1.026634823,0
Spanish,204,89,Sp_inc1_carne.wav,inc,1,word,1,1184,1.024450567,0
Spanish,204,90,Sp_con0_pluma-druma.wav,con,0,pseudoword,1,2091,1.106784678,1
Spanish,204,91,Sp_inc_circo-jirbo.wav,inc,NA,pseudoword,1,1361,1.044619375,0
Spanish,204,92,Sp_con_deseo.wav,con,NA,word,1,1103,1.014191837,0
Spanish,204,93,Sp_inc1_rueda-zuena.wav,inc,1,pseudoword,1,1384,1.047045363,0
Spanish,204,94,Sp_inc_jarabe.wav,inc,NA,word,1,1324,1.040629328,0
Spanish,204,95,Sp_con_lena.wav,con,NA,word,1,1298,1.037758231,0
Spanish,204,96,Sp_inc1_carne-barfe.wav,inc,1,pseudoword,1,1413,1.050047387,0
Spanish,204,97,Sp_inc2_caries.wav,inc,2,word,1,1364,1.044938123,0
Spanish,204,98,Sp_inc1_bota.wav,inc,1,word,1,1243,1.031490376,0
Spanish,204,99,Sp_inc1_quema.wav,inc,1,word,1,889,0.982967254,0
Spanish,204,100,Sp_inc1_cerdo-jerlo.wav,inc,1,pseudoword,1,1216,1.028311192,0
Spanish,204,101,Sp_con_dedal.wav,con,NA,word,1,1406,1.04932844,0
Spanish,204,102,Sp_con0_desorden-pesorlen.wav,con,0,pseudoword,1,1380,1.046626362,0
Spanish,204,103,Sp_inc2_brazo.wav,inc,2,word,1,1692,1.076133453,0
Spanish,204,104,Sp_con0_letra-mefra.wav,con,0,pseudoword,1,1055,1.00775082,0
Spanish,204,105,Sp_con0_fruta-lursa.wav,con,0,pseudoword,1,1025,1.003574622,0
Spanish,204,106,Sp_con_duda-pusa.wav,con,NA,pseudoword,1,900,0.984747503,0
Spanish,204,107,Sp_con_norte.wav,con,NA,word,1,1039,1.005538516,0
Spanish,204,108,Sp_con_plancha-duancha.wav,con,NA,pseudoword,1,1172,1.022975871,0
Spanish,204,109,Sp_con0_dueno.wav,con,0,word,1,1188,1.024938814,0
Spanish,204,110,Sp_inc2_quinta-binfa.wav,inc,2,pseudoword,1,1295,1.037423256,0
Spanish,204,111,Sp_con0_mantel-fansel.wav,con,0,pseudoword,1,1424,1.051169996,0
Spanish,204,112,Sp_inc2_vida-quifa.wav,inc,2,pseudoword,1,1028,1.003997705,0
Spanish,204,113,Sp_con_planeta.wav,con,NA,word,1,1191,1.02530392,0
Spanish,204,114,Sp_con0_fecha-nesa.wav,con,0,pseudoword,1,1319,1.040081599,0
Spanish,204,115,Sp_inc2_caries-bafies.wav,inc,2,pseudoword,1,1117,1.016017724,0
Spanish,204,116,Sp_inc2_bomba-comca.wav,inc,2,pseudoword,1,1006,1.000865994,0
Spanish,204,117,Sp_con0_dueno-puemo.wav,con,0,pseudoword,1,1119,1.016276696,0
Spanish,204,118,Sp_inc_robot-zocot.wav,inc,NA,pseudoword,1,1214,1.028072896,0
Spanish,204,119,Sp_inc1_corcho.wav,inc,1,word,1,1195,1.025789302,0
Spanish,204,120,Sp_inc_voz.wav,inc,NA,word,1,1378,1.046416406,0
Spanish,205,1,Sp_inc1_rueda.wav,inc,1,word,1,849,0.976302563,0
Spanish,205,2,Sp_inc2_brazo.wav,inc,2,word,1,932,0.989805304,0
Spanish,205,3,Sp_con0_palmera.wav,con,0,word,1,928,0.989182659,0
Spanish,205,4,Sp_inc2_corbata.wav,inc,2,word,1,880,0.981494224,0
Spanish,205,5,Sp_con0_pluma-druma.wav,con,0,pseudoword,1,976,0.996483273,0
Spanish,205,6,Sp_con_planeta.wav,con,NA,word,1,917,0.987456445,0
Spanish,205,7,Sp_inc_voz.wav,inc,NA,word,1,766,0.96140959,0
Spanish,205,8,Sp_inc1_ventana-quenfana.wav,inc,1,pseudoword,1,1080,1.011141252,0
Spanish,205,9,Sp_con_dedal-pemal.wav,con,NA,pseudoword,1,1045,1.006372097,0
Spanish,205,10,Sp_inc_kayak.wav,inc,NA,word,1,1441,1.052887994,0
Spanish,205,11,Sp_inc_jarra.wav,inc,NA,word,1,1276,1.035283558,0
Spanish,205,12,Sp_con_plancha.wav,con,NA,word,1,1029,1.004138458,0
Spanish,205,13,Sp_inc1_rueda-zuena.wav,inc,1,pseudoword,1,1182,1.024205826,0
Spanish,205,14,Sp_inc_circo-jirbo.wav,inc,NA,pseudoword,1,1088,1.012209632,0
Spanish,205,15,Sp_con_dano.wav,con,NA,word,1,961,0.994241129,0
Spanish,205,16,Sp_inc2_vida.wav,inc,2,word,1,909,0.986187961,0
Spanish,205,17,Sp_inc2_bomba-comca.wav,inc,2,pseudoword,1,1089,1.012342627,0
Spanish,205,18,Sp_con0_fruta.wav,con,0,word,1,1441,1.052887994,0
Spanish,205,19,Sp_inc2_billete-quilleme.wav,inc,2,pseudoword,1,1126,1.017179464,0
Spanish,205,20,Sp_con_planta-duanta.wav,con,NA,pseudoword,1,1055,1.00775082,0
Spanish,205,21,Sp_con0_mantel-fansel.wav,con,0,pseudoword,1,1103,1.014191837,0
Spanish,205,22,Sp_con_dolor.wav,con,NA,word,1,1063,1.008844422,0
Spanish,205,23,Sp_con_planeta-draneta.wav,con,NA,pseudoword,1,1262,1.033686452,0
Spanish,205,24,Sp_con_norte-foste.wav,con,NA,pseudoword,1,1382,1.046836014,0
Spanish,205,25,Sp_con_dedal.wav,con,NA,word,1,1017,1.002440318,0
Spanish,205,26,Sp_inc1_zona-jola.wav,inc,1,pseudoword,1,952,0.992878983,0
Spanish,205,27,Sp_con_defensa-pelensa.wav,con,NA,pseudoword,1,1144,1.019475341,0
Spanish,205,28,Sp_inc2_bomba.wav,inc,2,word,1,965,0.994842438,0
Spanish,205,29,Sp_inc1_zumo-juso.wav,inc,1,pseudoword,1,1079,1.011007148,0
Spanish,205,30,Sp_con_planta.wav,con,NA,word,1,796,0.966971023,0
Spanish,205,31,Sp_con_norte.wav,con,NA,word,1,939,0.990888531,0
Spanish,205,32,Sp_con_pastor.wav,con,NA,word,1,841,0.974931999,0
Spanish,205,33,Sp_inc1_bota.wav,inc,1,word,1,791,0.966058828,0
Spanish,205,34,Sp_con0_desorden.wav,con,0,word,1,962,0.994391691,0
Spanish,205,35,Sp_inc1_zumo.wav,inc,1,word,1,818,0.970917768,0
Spanish,205,36,Sp_inc2_corbata-borjata.wav,inc,2,pseudoword,1,1158,1.021236186,0
Spanish,205,37,Sp_inc_balcon.wav,inc,NA,word,1,1154,1.02073527,0
Spanish,205,38,Sp_con_pelea.wav,con,NA,word,1,872,0.980172162,0
Spanish,205,39,Sp_inc_kayak-bajak.wav,inc,NA,pseudoword,1,1283,1.036075552,0
Spanish,205,40,Sp_inc_voz-coj.wav,inc,NA,pseudoword,1,987,0.998105718,0
Spanish,205,41,Sp_inc_cobra.wav,inc,NA,word,1,828,0.972676779,0
Spanish,205,42,Sp_inc1_quema-bepa.wav,inc,1,pseudoword,1,993,0.998983083,0
Spanish,205,43,Sp_con_mono-lofo.wav,con,NA,pseudoword,1,1202,1.026634823,0
Spanish,205,44,Sp_inc_jarabe-zaraque.wav,inc,NA,pseudoword,1,1214,1.028072896,0
Spanish,205,45,Sp_con0_letra.wav,con,0,word,1,982,0.997370496,0
Spanish,205,46,Sp_inc_balcon-calbon.wav,inc,NA,pseudoword,1,1415,1.050252147,0
Spanish,205,47,Sp_con_lena-fela.wav,con,NA,pseudoword,1,953,0.993030967,0
Spanish,205,48,Sp_con0_mantel.wav,con,0,word,1,1014,1.002012652,0
Spanish,205,49,Sp_inc2_varita-carifa.wav,inc,2,pseudoword,1,1462,1.054982458,0
Spanish,205,50,Sp_con_pulsera.wav,con,NA,word,1,983,0.997517839,0
Spanish,205,51,Sp_con0_mapa-nala.wav,con,0,pseudoword,1,1034,1.00484018,0
Spanish,205,52,Sp_inc1_carne-barfe.wav,inc,1,pseudoword,1,1054,1.007613537,0
Spanish,205,53,Sp_con_duda.wav,con,NA,word,1,951,0.992726839,0
Spanish,205,54,Sp_inc2_brazo-crajo.wav,inc,2,pseudoword,1,908,0.986028616,0
Spanish,205,55,Sp_con_dona.wav,con,NA,word,1,916,0.987298491,0
Spanish,205,56,Sp_inc_jarra-zaja.wav,inc,NA,pseudoword,1,1000,1,0
Spanish,205,57,Sp_con_deseo-pereo.wav,con,NA,pseudoword,1,1013,1.001869815,0
Spanish,205,58,Sp_inc1_quema.wav,inc,1,word,1,1589,1.067041299,0
Spanish,205,59,Sp_inc1_corcho.wav,inc,1,word,1,1049,1.006925163,0
Spanish,205,60,Sp_con0_desorden-pesorlen.wav,con,0,pseudoword,1,1458,1.054585841,0
Spanish,205,61,Sp_inc_queja-bema.wav,inc,NA,pseudoword,1,1279,1.035623515,0
Spanish,205,62,Sp_con0_letra-mefra.wav,con,0,pseudoword,1,1073,1.010199907,0
Spanish,205,63,Sp_con_pelea-demea.wav,con,NA,pseudoword,1,1497,1.058407267,0
Spanish,205,64,Sp_con_deporte-penorte.wav,con,NA,pseudoword,1,1560,1.064374866,0
Spanish,205,65,Sp_inc1_ketchup.wav,inc,1,word,1,1143,1.019348743,0
Spanish,205,66,Sp_con_potro-dotno.wav,con,NA,pseudoword,1,1233,1.030321026,0
Spanish,205,67,Sp_inc2_caries.wav,inc,2,word,1,1000,1,0
Spanish,205,68,Sp_con0_leche.wav,con,0,word,1,1478,1.056558145,0
Spanish,205,69,Sp_inc1_carne.wav,inc,1,word,1,1555,1.063910131,0
Spanish,205,70,Sp_con0_dueno.wav,con,0,word,1,1285,1.036301043,0
Spanish,205,71,Sp_con_mono.wav,con,NA,word,1,1038,1.005399118,0
Spanish,205,72,Sp_inc2_cielo.wav,inc,2,word,1,923,0.988400567,0
Spanish,205,73,Sp_inc2_vida-quifa.wav,inc,2,pseudoword,1,994,0.999128795,0
Spanish,205,74,Sp_inc_queja.wav,inc,NA,word,1,870,0.979839751,0
Spanish,205,75,Sp_inc2_quinta.wav,inc,2,word,1,832,0.973374442,0
Spanish,205,76,Sp_inc1_bota-cona.wav,inc,1,pseudoword,1,930,0.989494316,0
Spanish,205,77,Sp_con0_fecha-nesa.wav,con,0,pseudoword,1,962,0.994391691,0
Spanish,205,78,Sp_con_dano-pafo.wav,con,NA,pseudoword,1,1129,1.017564647,0
Spanish,205,79,Sp_con0_palmera-dalnera.wav,con,0,pseudoword,1,1211,1.027714714,0
Spanish,205,80,Sp_inc2_cielo-riemo.wav,inc,2,pseudoword,1,835,0.973895492,0
Spanish,205,81,Sp_inc_verja.wav,inc,NA,word,1,951,0.992726839,0
Spanish,205,82,Sp_inc1_cerdo-jerlo.wav,inc,1,pseudoword,1,1041,1.00581691,0
Spanish,205,83,Sp_inc2_jueves.wav,inc,2,word,1,945,0.991810603,0
Spanish,205,84,Sp_con0_pluma.wav,con,0,word,1,874,0.980503811,0
Spanish,205,85,Sp_con_potro.wav,con,NA,word,1,859,0.977997721,0
Spanish,205,86,Sp_con_deporte.wav,con,NA,word,1,1013,1.001869815,0
Spanish,205,87,Sp_inc1_zona.wav,inc,1,word,1,818,0.970917768,0
Spanish,205,88,Sp_inc_verja-querza.wav,inc,NA,pseudoword,1,919,0.987771837,0
Spanish,205,89,Sp_inc1_cerdo.wav,inc,1,word,1,886,0.982477907,0
Spanish,205,90,Sp_con_frase.wav,con,NA,word,1,763,0.960841513,0
Spanish,205,91,Sp_inc2_caries-bafies.wav,inc,2,pseudoword,1,1065,1.009116536,0
Spanish,205,92,Sp_inc_jarabe.wav,inc,NA,word,1,979,0.996927564,0
Spanish,205,93,Sp_con0_fruta-lursa.wav,con,0,pseudoword,1,1704,1.07715653,0
Spanish,205,94,Sp_con_pulsera-dulfera.wav,con,NA,pseudoword,1,1309,1.038979882,0
Spanish,205,95,Sp_con0_leche-mene.wav,con,0,pseudoword,1,1168,1.022480948,0
Spanish,205,96,Sp_con0_fecha.wav,con,0,word,1,1091,1.01260825,0
Spanish,205,97,Sp_con_defensa.wav,con,NA,word,1,1063,1.008844422,0
Spanish,205,98,Sp_con_puma-duta.wav,con,NA,pseudoword,1,955,0.993334457,0
Spanish,205,99,Sp_con_pastor-damtor.wav,con,NA,pseudoword,1,1461,1.054883405,0
Spanish,205,100,Sp_con_lena.wav,con,NA,word,1,786,0.965140849,0
Spanish,205,101,Sp_con_frase-nuase.wav,con,NA,pseudoword,1,1005,1.000722021,0
Spanish,205,102,Sp_con0_mapa.wav,con,0,word,1,933,0.989960548,0
Spanish,205,103,Sp_inc2_quinta-binfa.wav,inc,2,pseudoword,1,1012,1.001726838,0
Spanish,205,104,Sp_inc_robot.wav,inc,NA,word,1,993,0.998983083,0
Spanish,205,105,Sp_inc2_billete.wav,inc,2,word,1,1128,1.017436367,0
Spanish,205,106,Sp_inc1_ketchup-bedlup.wav,inc,1,pseudoword,1,1583,1.066493638,0
Spanish,205,107,Sp_inc1_corcho-bormo.wav,inc,1,pseudoword,0,1354,1.043872888,0
Spanish,205,108,Sp_inc2_varita.wav,inc,2,word,1,1478,1.056558145,0
Spanish,205,109,Sp_con_dolor-ponor.wav,con,NA,pseudoword,1,1427,1.051474658,0
Spanish,205,110,Sp_con_puma.wav,con,NA,word,1,827,0.972501837,0
Spanish,205,111,Sp_inc1_ventana.wav,inc,1,word,1,1470,1.055772445,0
Spanish,205,112,Sp_con0_dueno-puemo.wav,con,0,pseudoword,1,984,0.997665033,0
Spanish,205,113,Sp_inc_circo.wav,inc,NA,word,1,1035,1.004980117,0
Spanish,205,114,Sp_con_deseo.wav,con,NA,word,1,1170,1.022728621,0
Spanish,205,115,Sp_con_dona-pofa.wav,con,NA,pseudoword,1,1044,1.0062335,0
Spanish,205,116,Sp_con_duda-pusa.wav,con,NA,pseudoword,1,749,0.958160606,0
Spanish,205,117,Sp_inc_robot-zocot.wav,inc,NA,pseudoword,1,1178,1.023715097,0
Spanish,205,118,Sp_con_plancha-duancha.wav,con,NA,pseudoword,1,881,0.981658636,0
Spanish,205,119,Sp_inc_cobra-bozra.wav,inc,NA,pseudoword,1,1010,1.001440458,0
Spanish,205,120,Sp_inc2_jueves-rueques.wav,inc,2,pseudoword,1,1184,1.024450567,0
Spanish,206,1,Sp_inc_verja-querza.wav,inc,NA,pseudoword,1,916,0.987298491,0
Spanish,206,2,Sp_inc2_varita-carifa.wav,inc,2,pseudoword,0,900,0.984747503,0
Spanish,206,3,Sp_inc_kayak-bajak.wav,inc,NA,pseudoword,1,1252,1.032534776,0
Spanish,206,4,Sp_inc_cobra.wav,inc,NA,word,1,885,0.982314424,0
Spanish,206,5,Sp_con_mono-lofo.wav,con,NA,pseudoword,1,958,0.993788503,0
Spanish,206,6,Sp_inc2_jueves-rueques.wav,inc,2,pseudoword,1,992,0.998837224,0
Spanish,206,7,Sp_inc1_bota.wav,inc,1,word,1,808,0.96913712,0
Spanish,206,8,Sp_con_potro-dotno.wav,con,NA,pseudoword,1,892,0.983454951,0
Spanish,206,9,Sp_con_pulsera.wav,con,NA,word,1,770,0.962163575,0
Spanish,206,10,Sp_con_puma.wav,con,NA,word,1,798,0.967334297,0
Spanish,206,11,Sp_con0_palmera-dalnera.wav,con,0,pseudoword,1,1048,1.006787094,0
Spanish,206,12,Sp_con_deseo-pereo.wav,con,NA,pseudoword,1,988,0.998252315,0
Spanish,206,13,Sp_inc2_vida.wav,inc,2,word,1,943,0.991503898,0
Spanish,206,14,Sp_inc_voz-coj.wav,inc,NA,pseudoword,1,872,0.980172162,0
Spanish,206,15,Sp_inc_jarra.wav,inc,NA,word,1,925,0.988713911,0
Spanish,206,16,Sp_inc_voz.wav,inc,NA,word,1,893,0.983617153,0
Spanish,206,17,Sp_con0_fecha-nesa.wav,con,0,pseudoword,1,901,0.984908264,0
Spanish,206,18,Sp_inc2_billete-quilleme.wav,inc,2,pseudoword,1,915,0.987140365,0
Spanish,206,19,Sp_con_frase-nuase.wav,con,NA,pseudoword,1,838,0.974414673,0
Spanish,206,20,Sp_inc1_ketchup-bedlup.wav,inc,1,pseudoword,1,961,0.994241129,0
Spanish,206,21,Sp_inc1_quema.wav,inc,1,word,1,869,0.979673259,0
Spanish,206,22,Sp_inc2_bomba.wav,inc,2,word,1,950,0.992574535,0
Spanish,206,23,Sp_inc2_jueves.wav,inc,2,word,1,964,0.994692345,0
Spanish,206,24,Sp_inc2_caries.wav,inc,2,word,1,1110,1.01510766,0
Spanish,206,25,Sp_inc1_corcho-bormo.wav,inc,1,pseudoword,1,988,0.998252315,0
Spanish,206,26,Sp_inc_kayak.wav,inc,NA,word,1,995,0.99927436,0
Spanish,206,27,Sp_con_lena.wav,con,NA,word,1,1058,1.008161889,0
Spanish,206,28,Sp_con0_letra.wav,con,0,word,1,923,0.988400567,0
Spanish,206,29,Sp_con_deseo.wav,con,NA,word,1,873,0.980338081,0
Spanish,206,30,Sp_inc2_cielo.wav,inc,2,word,1,860,0.97816615,0
Spanish,206,31,Sp_inc1_bota-cona.wav,inc,1,pseudoword,1,851,0.976643187,0
